timestamp_minute,road_id,vehicle_count,avg_speed_kmph,road_length_km,engine_load_factor,estimated_fuel_L,carbon_emission_gps
0,104,6,57.23,1.122,0.73,0.0086,0.33
1,104,6,37.2,0.455,0.84,0.0062,0.24
2,104,6,36.19,0.284,0.7,0.0033,0.13
3,104,3,37.81,1.117,0.85,0.0075,0.29
4,104,5,47.91,1.225,1.22,0.0155,0.6
0,105,2,41.73,0.988,1.26,0.006,0.23
1,105,5,30.18,1.395,1.27,0.0293,1.13
2,105,3,32.97,1.926,1.09,0.0191,0.74
3,105,3,34.18,0.687,0.79,0.0048,0.18
4,105,5,35.89,0.375,0.87,0.0045,0.17
0,106,11,40.21,0.379,1.15,0.0119,0.46
1,106,7,31.37,0.648,1.28,0.0185,0.71
2,106,7,37.8,1.33,0.73,0.018,0.69
3,106,4,45.5,0.507,1.13,0.005,0.19
4,106,1,66.4,1.253,0.77,0.0015,0.06
0,107,4,35.36,0.249,0.96,0.0027,0.1
1,107,5,57.93,1.792,1.13,0.0175,0.68
2,107,4,40.01,1.643,1.2,0.0197,0.76
3,107,4,49.01,0.972,0.98,0.0078,0.3
4,107,7,20.1,1.173,1.1,0.045,1.73
0,108,6,38.52,1.25,1.0,0.0195,0.75
1,108,8,41.22,1.763,0.77,0.0262,1.01
2,108,4,50.2,1.157,0.92,0.0084,0.33
3,108,3,45.65,0.229,1.05,0.0016,0.06
4,108,0,31.45,1.55,1.02,0.0,0.0
0,109,4,27.35,1.366,0.9,0.018,0.69
1,109,1,42.7,1.095,0.78,0.002,0.08
2,109,4,46.28,1.685,1.1,0.0161,0.62
3,109,3,48.0,0.963,1.11,0.0067,0.26
4,109,5,38.06,0.652,0.74,0.0064,0.25
0,110,6,37.73,0.146,1.25,0.0029,0.11
1,110,6,32.24,0.373,0.71,0.0049,0.19
2,110,4,35.89,1.793,0.79,0.0157,0.61
3,110,4,44.14,0.795,0.97,0.007,0.27
4,110,5,66.12,0.494,1.0,0.0037,0.14
0,111,1,34.28,0.595,0.93,0.0016,0.06
1,111,9,39.85,1.595,0.73,0.0264,1.02
2,111,7,38.12,0.451,1.19,0.0098,0.38
3,111,5,36.5,1.155,0.76,0.012,0.46
4,111,4,36.04,0.58,1.01,0.0065,0.25
0,112,5,36.86,0.705,0.88,0.0084,0.32
1,112,4,38.04,1.772,0.81,0.015,0.58
2,112,1,49.77,0.788,0.81,0.0013,0.05
3,112,3,29.63,1.846,1.27,0.0237,0.91
4,112,7,40.6,1.114,1.0,0.0191,0.74
0,113,6,43.27,1.178,0.82,0.0133,0.51
1,113,10,27.36,0.929,0.96,0.0326,1.26
2,113,4,36.31,1.616,0.91,0.0162,0.62
3,113,5,51.04,0.589,1.13,0.0065,0.25
4,113,6,36.78,1.923,0.87,0.0272,1.05
0,114,6,32.71,1.41,1.22,0.0315,1.21
1,114,8,65.47,0.439,0.73,0.0039,0.15
2,114,4,60.91,0.939,1.07,0.0066,0.25
3,114,3,33.34,0.958,1.22,0.0105,0.41
4,114,3,42.79,0.419,0.82,0.0024,0.09
0,115,9,35.63,0.495,1.24,0.0155,0.6
1,115,7,21.47,0.39,1.02,0.013,0.5
2,115,2,52.65,1.312,1.22,0.0061,0.23
3,115,2,51.01,1.288,1.09,0.0055,0.21
4,115,4,33.46,1.476,0.9,0.0159,0.61
0,116,6,39.21,0.238,0.71,0.0026,0.1
1,116,9,45.2,0.169,1.06,0.0036,0.14
2,116,11,52.24,1.205,0.9,0.0229,0.88
3,116,4,29.3,0.904,1.14,0.0141,0.54
4,116,7,41.7,0.596,0.81,0.0081,0.31
0,117,7,42.73,1.886,0.92,0.0285,1.1
1,117,3,35.18,0.585,1.01,0.0051,0.19
2,117,7,33.18,1.459,0.94,0.0288,1.11
3,117,5,53.0,1.656,1.27,0.0199,0.77
4,117,2,32.11,0.59,0.73,0.0027,0.1
0,118,9,61.97,1.184,0.99,0.0171,0.66
1,118,6,42.19,0.16,1.15,0.0026,0.1
2,118,3,49.42,1.644,1.1,0.011,0.42
3,118,6,55.47,0.194,1.21,0.0025,0.1
4,118,3,56.58,1.145,0.75,0.0046,0.18
0,119,2,48.73,0.612,1.01,0.0025,0.1
1,119,8,58.97,1.84,1.16,0.029,1.12
2,119,4,48.5,0.231,1.2,0.0023,0.09
3,119,5,49.78,1.387,1.21,0.0168,0.65
4,119,4,28.99,1.662,0.77,0.0177,0.68
0,120,3,49.62,1.703,1.09,0.0112,0.43
1,120,4,55.3,1.459,1.08,0.0114,0.44
2,120,3,43.16,0.682,0.77,0.0037,0.14
3,120,11,47.24,1.855,0.93,0.04,1.54
4,120,6,45.75,1.743,0.78,0.0179,0.69
0,121,5,46.04,1.181,0.91,0.0117,0.45
1,121,5,43.5,1.479,0.71,0.012,0.46
2,121,5,40.27,1.422,1.25,0.022,0.85
3,121,3,21.64,0.62,1.22,0.0105,0.4
4,121,6,37.17,0.353,0.93,0.0053,0.2
0,122,4,53.36,0.229,0.94,0.0016,0.06
1,122,5,21.57,1.79,0.89,0.0371,1.43
2,122,3,39.11,1.571,1.13,0.0136,0.52
3,122,7,27.27,0.602,1.01,0.0157,0.6
4,122,3,23.97,0.751,0.93,0.0087,0.33
0,123,6,28.66,1.985,0.77,0.032,1.23
1,123,7,22.46,0.882,1.07,0.0295,1.14
2,123,1,39.74,0.382,0.87,0.0008,0.03
3,123,6,44.0,0.906,0.78,0.0097,0.37
4,123,4,34.89,1.532,0.71,0.0125,0.48
0,124,2,49.01,0.486,1.15,0.0023,0.09
1,124,2,39.5,0.458,1.26,0.0029,0.11
2,124,5,45.38,0.211,1.07,0.0025,0.1
3,124,5,45.86,0.935,0.95,0.0097,0.37
4,124,3,38.63,0.667,1.13,0.0059,0.23
0,125,5,41.67,0.753,1.08,0.0097,0.38
1,125,11,54.61,0.79,1.25,0.0198,0.76
2,125,2,49.33,1.714,1.05,0.0073,0.28
3,125,6,44.37,0.48,0.94,0.0061,0.23
4,125,5,46.57,0.667,0.99,0.0071,0.27
0,126,3,34.84,1.477,1.21,0.0154,0.59
1,126,4,61.54,1.429,1.05,0.0097,0.37
2,126,10,38.73,1.573,1.17,0.0476,1.83
3,126,1,46.21,1.047,1.1,0.0025,0.1
4,126,8,22.12,0.683,1.14,0.0282,1.09
0,127,3,58.28,1.272,0.88,0.0058,0.22
1,127,5,61.57,0.664,1.11,0.006,0.23
2,127,4,46.03,0.534,1.11,0.0051,0.2
3,127,11,30.15,0.278,1.17,0.0119,0.46
4,127,3,46.42,1.781,1.25,0.0144,0.55
0,128,4,54.26,0.827,1.05,0.0064,0.25
1,128,3,45.15,1.438,0.72,0.0068,0.26
2,128,3,50.45,1.327,1.15,0.0091,0.35
3,128,8,48.75,1.299,0.94,0.0201,0.77
4,128,1,32.79,0.804,0.84,0.002,0.08
0,129,5,38.71,1.474,0.87,0.0166,0.64
1,129,7,41.21,1.16,1.07,0.021,0.81
2,129,3,47.34,0.269,1.19,0.002,0.08
3,129,7,45.96,1.252,0.99,0.019,0.73
4,129,5,36.04,0.963,1.27,0.017,0.65
0,130,7,27.68,1.224,1.16,0.0359,1.38
1,130,5,30.65,0.624,1.04,0.0106,0.41
2,130,7,56.38,1.509,0.7,0.0131,0.51
3,130,5,39.25,0.215,1.18,0.0032,0.12
4,130,4,36.36,1.037,0.87,0.0099,0.38
0,131,5,38.86,0.528,0.98,0.0067,0.26
1,131,11,37.43,0.353,1.0,0.0104,0.4
2,131,7,37.9,1.654,0.81,0.0247,0.95
3,131,6,40.93,1.339,0.71,0.0139,0.53
4,131,3,33.2,1.306,1.07,0.0127,0.49
0,132,0,52.15,1.224,1.09,0.0,0.0
1,132,10,44.29,0.68,1.07,0.0164,0.63
2,132,5,34.53,1.264,0.81,0.0149,0.57
3,132,5,49.02,1.697,1.21,0.021,0.81
4,132,3,50.03,0.4,1.18,0.0028,0.11
0,133,4,35.84,1.014,1.16,0.0132,0.51
1,133,2,35.23,0.625,1.2,0.0043,0.16
2,133,2,25.83,0.313,1.05,0.0026,0.1
3,133,7,27.84,0.681,1.2,0.0205,0.79
4,133,3,58.48,0.248,0.77,0.001,0.04
0,134,1,49.74,0.766,1.03,0.0016,0.06
1,134,3,29.39,1.762,0.72,0.0129,0.5
2,134,7,25.19,1.563,0.81,0.0353,1.36
3,134,5,31.94,0.617,1.14,0.011,0.42
4,134,5,59.13,0.155,1.23,0.0016,0.06
0,135,4,30.9,1.31,1.1,0.0186,0.72
1,135,5,54.43,0.885,1.24,0.0101,0.39
2,135,5,31.77,0.749,1.26,0.0149,0.57
3,135,3,37.24,1.886,0.72,0.0109,0.42
4,135,3,47.12,1.9,1.13,0.0136,0.53
0,136,6,32.35,0.5,1.07,0.0099,0.38
1,136,6,27.78,0.275,0.85,0.0051,0.19
2,136,4,53.95,0.41,1.19,0.0036,0.14
3,136,9,46.24,1.259,1.07,0.0262,1.01
4,136,6,36.81,0.316,0.88,0.0045,0.17
0,137,5,49.22,0.23,1.1,0.0026,0.1
1,137,5,36.33,0.538,1.15,0.0085,0.33
2,137,4,26.49,0.726,1.14,0.0125,0.48
3,137,10,30.46,1.942,1.19,0.0757,2.92
4,137,6,44.92,0.809,0.71,0.0077,0.3
0,138,2,43.23,1.608,0.8,0.006,0.23
1,138,4,39.31,0.168,1.08,0.0018,0.07
2,138,3,46.17,1.975,0.96,0.0124,0.48
3,138,2,33.65,1.562,1.29,0.012,0.46
4,138,5,55.53,0.157,0.9,0.0013,0.05
0,139,6,39.38,1.599,1.01,0.0246,0.95
1,139,5,53.35,1.927,1.08,0.0195,0.75
2,139,10,41.34,1.171,1.21,0.0343,1.32
3,139,5,57.17,0.113,0.91,0.0009,0.03
4,139,5,46.36,1.629,0.97,0.017,0.65
0,140,4,45.64,0.976,0.91,0.0078,0.3
1,140,4,57.65,0.266,1.16,0.0021,0.08
2,140,3,45.58,1.002,1.08,0.0071,0.28
3,140,6,58.56,1.86,1.04,0.0198,0.76
4,140,4,53.0,1.638,1.2,0.0148,0.57
0,141,2,35.83,0.66,0.85,0.0031,0.12
1,141,9,49.38,0.275,1.12,0.0056,0.22
2,141,5,42.37,0.491,0.77,0.0044,0.17
3,141,9,44.42,0.819,1.01,0.0168,0.65
4,141,5,42.07,1.715,0.76,0.0155,0.6
0,142,5,16.43,1.667,0.8,0.0403,1.55
1,142,1,30.31,1.324,0.99,0.0043,0.17
2,142,5,32.98,0.291,1.13,0.005,0.19
3,142,8,34.9,1.692,1.05,0.0409,1.57
4,142,6,48.4,1.348,1.03,0.0172,0.66
0,143,2,57.48,1.456,1.22,0.0062,0.24
1,143,5,45.3,1.763,0.97,0.0188,0.72
2,143,5,28.01,0.13,0.82,0.0019,0.07
3,143,4,45.92,1.238,0.8,0.0086,0.33
4,143,6,46.46,0.968,1.08,0.0135,0.52
0,144,5,38.76,1.239,0.9,0.0144,0.55
1,144,6,36.34,0.402,1.19,0.0079,0.3
2,144,5,35.55,0.622,1.24,0.0109,0.42
3,144,4,39.22,0.261,1.23,0.0033,0.13
4,144,7,40.49,0.471,0.93,0.0075,0.29
0,145,5,50.29,1.927,0.97,0.0186,0.71
1,145,7,32.56,1.767,0.95,0.0362,1.39
2,145,6,46.95,1.694,1.22,0.0265,1.02
3,145,4,37.96,0.23,1.21,0.0029,0.11
4,145,8,56.34,1.234,0.95,0.0166,0.64
0,146,4,23.65,1.714,1.15,0.0332,1.28
1,146,3,41.72,1.141,1.01,0.0082,0.32
2,146,5,44.44,1.051,0.74,0.0087,0.34
3,146,10,43.83,0.181,1.02,0.0042,0.16
4,146,6,19.16,1.418,1.19,0.0528,2.03
0,147,4,41.64,1.541,1.17,0.0174,0.67
1,147,3,41.67,0.581,0.83,0.0035,0.13
2,147,3,29.95,0.686,0.96,0.0066,0.25
3,147,5,38.92,1.724,1.0,0.0221,0.85
4,147,2,38.59,0.5,0.76,0.002,0.08
0,148,6,43.0,1.06,0.77,0.0114,0.44
1,148,2,32.78,0.381,1.29,0.003,0.12
2,148,5,24.54,1.953,1.21,0.0481,1.85
3,148,2,50.07,1.506,1.17,0.0071,0.27
4,148,6,24.82,0.752,0.71,0.0129,0.5
0,149,3,44.19,1.072,1.3,0.0095,0.36
1,149,5,36.07,0.256,0.88,0.0031,0.12
2,149,2,25.12,0.317,1.25,0.0031,0.12
3,149,6,27.96,0.446,0.96,0.0092,0.35
4,149,6,51.76,1.52,1.06,0.0186,0.72
0,150,7,43.75,1.923,0.87,0.0269,1.04
1,150,6,46.37,0.107,0.97,0.0013,0.05
2,150,6,24.68,1.562,0.91,0.0344,1.33
3,150,4,36.88,1.088,0.91,0.0107,0.41
4,150,4,37.66,1.723,0.93,0.0169,0.65
0,151,7,45.13,0.38,1.08,0.0064,0.24
1,151,5,61.39,1.928,0.93,0.0146,0.56
2,151,5,42.96,0.537,1.29,0.0081,0.31
3,151,8,42.9,0.101,1.11,0.0021,0.08
4,151,4,51.49,0.789,0.91,0.0056,0.21
0,152,2,34.09,0.949,0.94,0.0052,0.2
1,152,3,55.59,1.119,0.77,0.0046,0.18
2,152,4,40.32,1.379,1.23,0.0169,0.65
3,152,6,31.05,1.903,0.99,0.0363,1.4
4,152,9,58.88,0.517,1.09,0.0086,0.33
0,153,3,47.21,0.116,1.14,0.0008,0.03
1,153,5,32.08,0.691,1.2,0.013,0.5
2,153,3,47.5,1.524,1.23,0.0118,0.45
3,153,2,35.17,0.711,1.21,0.0049,0.19
4,153,4,63.74,0.72,0.94,0.0042,0.16
0,154,9,47.75,0.208,1.19,0.0047,0.18
1,154,4,37.65,1.71,1.04,0.0189,0.73
2,154,5,45.95,1.386,1.27,0.0191,0.74
3,154,8,48.27,1.485,0.86,0.0211,0.81
4,154,8,32.12,1.404,1.1,0.0385,1.48
0,155,5,50.29,1.996,0.92,0.0182,0.7
1,155,3,24.81,0.903,1.21,0.0132,0.51
2,155,9,34.2,1.266,1.22,0.0405,1.56
3,155,2,46.92,0.839,0.73,0.0026,0.1
4,155,8,48.35,1.515,1.13,0.0284,1.09
0,156,7,45.19,0.291,1.05,0.0048,0.18
1,156,6,41.05,1.222,1.18,0.0212,0.81
2,156,9,34.16,1.131,0.71,0.0211,0.81
3,156,3,43.31,0.572,0.75,0.003,0.11
4,156,6,36.77,0.152,0.85,0.0021,0.08
0,157,7,33.85,0.242,0.76,0.0038,0.15
1,157,7,39.36,1.013,1.01,0.0182,0.7
2,157,5,42.61,1.601,0.73,0.0136,0.52
3,157,5,47.99,1.105,1.16,0.0133,0.51
4,157,1,37.45,1.892,1.14,0.0057,0.22
0,158,7,47.17,1.964,0.84,0.0244,0.94
1,158,4,32.23,1.906,1.27,0.03,1.16
2,158,7,41.96,0.798,0.74,0.0098,0.38
3,158,5,45.94,0.919,0.79,0.0079,0.3
4,158,5,39.21,0.828,1.25,0.0132,0.51
0,159,3,41.75,0.422,1.22,0.0037,0.14
1,159,5,36.9,1.444,1.29,0.0251,0.97
2,159,5,51.03,1.784,0.8,0.014,0.54
3,159,4,50.5,1.296,1.28,0.0131,0.51
4,159,3,25.31,1.411,0.97,0.0162,0.62
0,160,3,35.16,1.977,0.82,0.0139,0.54
1,160,5,49.12,1.793,1.27,0.0231,0.89
2,160,10,29.57,0.992,1.07,0.0358,1.38
3,160,2,38.16,0.949,0.97,0.0048,0.19
4,160,5,38.82,1.573,0.91,0.0184,0.71
0,161,3,43.18,1.948,0.92,0.0125,0.48
1,161,4,31.01,0.606,1.12,0.0087,0.34
2,161,6,31.53,0.518,0.95,0.0093,0.36
3,161,3,39.15,0.87,0.84,0.0056,0.21
4,161,4,49.86,0.948,0.8,0.0061,0.23
0,162,4,30.22,0.296,0.81,0.0032,0.12
1,162,5,31.61,0.905,0.88,0.0125,0.48
2,162,8,35.0,0.888,1.13,0.0229,0.88
3,162,5,48.46,0.736,0.75,0.0057,0.22
4,162,6,50.54,1.124,0.73,0.0097,0.37
0,163,3,34.71,1.681,0.92,0.0134,0.51
1,163,4,45.92,0.978,1.07,0.0091,0.35
2,163,5,50.24,0.223,1.3,0.0029,0.11
3,163,6,46.28,0.407,1.05,0.0056,0.21
4,163,7,45.94,1.104,1.04,0.0175,0.67
0,164,5,26.36,0.178,0.71,0.0024,0.09
1,164,2,54.09,1.225,0.93,0.0042,0.16
2,164,6,45.11,0.178,0.93,0.0022,0.08
3,164,4,44.69,1.184,0.75,0.0079,0.31
4,164,2,32.88,0.664,0.99,0.004,0.15
0,165,4,33.66,1.187,1.12,0.0158,0.61
1,165,2,42.16,0.539,1.25,0.0032,0.12
2,165,3,40.27,1.971,0.78,0.0114,0.44
3,165,4,49.49,1.168,0.95,0.009,0.35
4,165,7,45.51,1.442,0.84,0.0187,0.72
0,166,5,36.9,1.244,0.7,0.0118,0.46
1,166,5,34.0,0.249,0.87,0.0032,0.12
2,166,7,24.57,0.157,1.01,0.0045,0.17
3,166,9,25.22,0.294,0.9,0.0095,0.37
4,166,7,25.91,0.853,0.82,0.0188,0.72
0,167,6,57.89,1.158,1.21,0.0146,0.56
1,167,6,52.72,0.241,0.82,0.0022,0.09
2,167,9,44.42,1.362,0.96,0.0264,1.02
3,167,2,38.83,0.422,0.79,0.0017,0.07
4,167,3,48.22,0.242,1.09,0.0016,0.06
0,168,9,22.18,1.601,1.16,0.075,2.89
1,168,3,61.01,1.461,1.15,0.0083,0.32
2,168,8,39.36,1.722,0.9,0.0315,1.21
3,168,5,56.76,0.619,0.79,0.0043,0.17
4,168,4,49.21,1.692,1.01,0.0139,0.54
0,169,9,37.59,0.108,0.72,0.0019,0.07
1,169,2,52.69,1.32,1.17,0.0059,0.23
2,169,5,41.06,1.113,0.94,0.0127,0.49
3,169,10,31.64,1.822,0.95,0.0548,2.11
4,169,5,31.11,0.135,0.83,0.0018,0.07
0,170,4,46.87,1.698,0.93,0.0134,0.52
1,170,7,51.31,1.502,0.74,0.0151,0.58
2,170,3,45.22,1.03,1.02,0.007,0.27
3,170,6,28.09,0.595,1.25,0.0159,0.61
4,170,3,37.9,1.784,1.21,0.0171,0.66
0,171,3,39.83,1.486,1.19,0.0133,0.51
1,171,4,53.95,1.125,0.78,0.0065,0.25
2,171,1,38.84,0.782,0.86,0.0017,0.07
3,171,2,43.97,0.956,1.0,0.0043,0.17
4,171,4,33.24,1.392,0.96,0.0161,0.62
0,172,5,27.5,1.213,1.01,0.0223,0.86
1,172,8,47.82,0.602,0.75,0.0075,0.29
2,172,7,48.04,0.798,1.07,0.0124,0.48
3,172,7,39.35,1.094,0.93,0.018,0.69
4,172,2,39.58,1.602,1.16,0.0094,0.36
0,173,6,45.46,1.231,0.74,0.012,0.46
1,173,8,53.81,1.678,1.3,0.0324,1.25
2,173,6,41.2,0.74,1.16,0.0125,0.48
3,173,4,43.8,0.754,1.15,0.0079,0.3
4,173,4,50.1,1.477,0.81,0.0095,0.37
0,174,4,61.85,1.646,0.93,0.0099,0.38
1,174,1,49.77,0.564,1.04,0.0012,0.05
2,174,6,39.44,0.696,1.21,0.0128,0.49
3,174,8,40.37,0.914,0.98,0.0177,0.68
4,174,7,55.15,0.764,0.93,0.0091,0.35
0,175,7,25.22,0.783,1.04,0.0226,0.87
1,175,6,32.13,0.936,1.21,0.0211,0.81
2,175,6,40.42,0.465,1.26,0.0087,0.34
3,175,4,53.39,1.497,0.99,0.0111,0.43
4,175,3,28.58,1.479,0.78,0.0121,0.46
0,176,6,29.31,0.204,1.15,0.0048,0.18
1,176,3,43.09,0.84,1.19,0.0069,0.27
2,176,10,48.02,1.966,1.19,0.0486,1.87
3,176,5,42.95,0.934,0.79,0.0086,0.33
4,176,6,47.33,0.555,0.74,0.0052,0.2
0,177,6,41.65,0.343,1.27,0.0063,0.24
1,177,4,61.33,1.271,0.97,0.008,0.31
2,177,6,34.98,0.126,1.27,0.0028,0.11
3,177,5,47.73,0.637,0.87,0.0058,0.22
4,177,3,47.74,0.997,0.71,0.0045,0.17
0,178,2,61.59,0.258,1.21,0.001,0.04
1,178,3,42.6,0.991,0.73,0.0051,0.2
2,178,2,33.26,0.43,1.03,0.0027,0.1
3,178,8,38.97,0.351,0.96,0.0069,0.27
4,178,7,40.45,0.658,1.19,0.0135,0.52
0,179,4,48.28,0.426,0.81,0.0028,0.11
1,179,3,32.67,0.911,0.94,0.0078,0.3
2,179,3,32.85,0.266,0.88,0.0021,0.08
3,179,6,50.45,0.799,0.79,0.0075,0.29
4,179,5,55.29,1.004,1.22,0.0111,0.43
0,180,1,45.93,1.512,1.0,0.0033,0.13
1,180,8,45.49,1.449,0.81,0.0207,0.8
2,180,9,31.54,1.904,0.91,0.0496,1.91
3,180,4,43.15,0.768,0.72,0.0051,0.2
4,180,7,34.6,1.093,1.05,0.0231,0.89
0,181,3,49.57,1.168,0.82,0.0058,0.22
1,181,7,45.12,1.534,0.96,0.0229,0.88
2,181,5,42.69,1.421,0.71,0.0119,0.46
3,181,6,48.12,0.631,1.03,0.0081,0.31
4,181,8,28.22,0.344,0.8,0.0078,0.3
0,182,2,46.64,0.273,0.82,0.001,0.04
1,182,4,54.43,0.911,0.92,0.0061,0.24
2,182,9,22.25,0.255,0.89,0.0091,0.35
3,182,4,34.83,1.382,1.27,0.0201,0.78
4,182,4,57.86,0.42,0.71,0.0021,0.08
0,183,3,35.32,0.28,0.71,0.0017,0.07
1,183,4,49.97,0.197,0.91,0.0014,0.06
2,183,4,46.74,1.088,1.18,0.011,0.42
3,183,6,26.56,1.462,1.23,0.0405,1.56
4,183,7,44.39,1.618,0.71,0.0182,0.7
0,184,3,31.92,1.212,0.92,0.0104,0.4
1,184,6,26.76,1.841,1.04,0.043,1.65
2,184,8,38.1,0.961,0.9,0.0181,0.7
3,184,7,29.89,0.139,0.72,0.0023,0.09
4,184,3,29.63,1.729,1.27,0.0223,0.86
0,185,4,60.92,0.157,1.09,0.0011,0.04
1,185,6,51.98,0.28,1.2,0.0039,0.15
2,185,8,48.4,0.313,1.3,0.0067,0.26
3,185,3,53.59,1.852,1.28,0.0132,0.51
4,185,4,49.08,1.562,0.87,0.011,0.42
0,186,3,57.44,0.196,1.17,0.0012,0.05
1,186,8,45.63,1.067,0.75,0.0141,0.54
2,186,1,33.27,0.709,1.1,0.0024,0.09
3,186,3,44.63,0.476,1.07,0.0034,0.13
4,186,7,29.97,0.602,0.76,0.0106,0.41
0,187,5,23.95,0.764,0.87,0.0138,0.53
1,187,9,32.95,0.242,0.9,0.0059,0.23
2,187,5,42.99,0.955,0.91,0.0101,0.39
3,187,4,47.21,1.107,0.83,0.0078,0.3
4,187,5,35.86,0.336,1.06,0.0049,0.19
0,188,7,49.22,1.094,1.29,0.02,0.77
1,188,3,31.15,0.704,0.75,0.0051,0.19
2,188,6,42.87,1.341,1.13,0.0213,0.82
3,188,7,34.68,1.203,1.27,0.031,1.19
4,188,4,46.2,0.585,1.16,0.0059,0.23
0,189,4,52.37,1.025,1.1,0.0086,0.33
1,189,4,44.08,0.575,1.19,0.0062,0.24
2,189,3,43.04,1.472,0.88,0.009,0.35
3,189,4,38.12,1.624,1.26,0.0215,0.83
4,189,2,33.83,1.096,1.24,0.008,0.31
0,190,7,26.84,1.058,1.14,0.0314,1.21
1,190,6,35.07,1.564,0.71,0.0189,0.73
2,190,7,47.79,1.889,1.14,0.0315,1.21
3,190,5,63.32,0.819,0.76,0.0049,0.19
4,190,4,42.73,1.094,1.07,0.011,0.42
0,191,5,34.4,0.242,0.73,0.0026,0.1
1,191,4,29.7,0.425,1.05,0.006,0.23
2,191,7,28.03,1.322,1.06,0.0351,1.35
3,191,5,40.53,0.3,1.19,0.0044,0.17
4,191,6,44.45,0.163,1.15,0.0025,0.1
0,192,5,38.36,0.104,0.9,0.0012,0.05
1,192,2,28.54,1.333,1.11,0.0104,0.4
2,192,4,24.57,0.429,1.13,0.0079,0.31
3,192,4,50.79,1.15,0.93,0.0084,0.32
4,192,6,39.15,0.227,1.21,0.0042,0.16
0,193,11,56.92,1.316,0.98,0.0249,0.96
1,193,6,39.85,1.147,0.77,0.0134,0.51
2,193,8,39.22,0.931,0.71,0.0135,0.52
3,193,5,31.55,0.309,1.15,0.0056,0.22
4,193,3,34.42,1.434,0.88,0.011,0.42
0,194,5,35.64,1.497,0.71,0.0149,0.57
1,194,1,36.97,1.935,1.12,0.0059,0.23
2,194,8,29.2,0.265,1.16,0.0084,0.32
3,194,6,20.12,0.531,0.72,0.0114,0.44
4,194,4,38.14,0.464,0.77,0.0038,0.14
0,195,7,48.76,0.58,1.12,0.0093,0.36
1,195,1,54.83,0.32,0.88,0.0005,0.02
2,195,7,66.8,1.67,0.93,0.0162,0.63
3,195,3,28.83,1.0,1.22,0.0127,0.49
4,195,9,38.34,0.419,0.8,0.0078,0.3
0,196,4,27.87,1.425,0.7,0.0144,0.55
1,196,2,32.7,1.584,1.01,0.0098,0.38
2,196,4,41.94,1.933,1.26,0.0231,0.89
3,196,6,22.73,0.924,1.19,0.0289,1.11
4,196,2,57.55,1.103,0.99,0.0038,0.15
0,197,1,60.52,1.108,0.77,0.0014,0.05
1,197,7,34.31,1.68,0.99,0.034,1.31
2,197,7,50.2,0.433,0.83,0.005,0.19
3,197,6,45.11,0.227,0.85,0.0026,0.1
4,197,8,28.96,0.83,1.2,0.0275,1.06
0,198,7,46.57,1.732,0.78,0.0204,0.78
1,198,5,49.24,1.485,1.2,0.0181,0.7
2,198,6,31.52,0.585,0.78,0.0086,0.33
3,198,6,63.86,1.348,0.92,0.0117,0.45
4,198,7,46.58,0.186,1.02,0.0028,0.11
0,199,6,36.73,1.994,1.17,0.038,1.46
1,199,3,49.08,1.245,1.12,0.0085,0.33
2,199,3,58.81,1.163,0.8,0.0048,0.18
3,199,1,28.41,0.178,0.71,0.0004,0.02
4,199,5,29.06,0.75,1.23,0.0159,0.61
0,200,3,36.84,0.228,1.27,0.0024,0.09
1,200,9,50.02,0.805,1.21,0.0175,0.67
2,200,8,41.92,0.911,0.8,0.0138,0.53
3,200,4,38.08,0.701,1.15,0.0085,0.33
4,200,2,27.29,1.427,1.28,0.0134,0.52
0,201,3,45.14,0.143,1.14,0.0011,0.04
1,201,2,48.2,0.323,1.3,0.0017,0.07
2,201,4,24.46,1.154,0.73,0.0137,0.53
3,201,4,30.87,0.114,0.72,0.0011,0.04
4,201,5,36.65,1.629,1.16,0.0258,0.99
0,202,8,38.54,0.557,1.08,0.0125,0.48
1,202,6,34.34,1.023,0.95,0.017,0.66
2,202,3,32.17,0.393,0.9,0.0033,0.13
3,202,5,50.01,0.822,1.1,0.009,0.35
4,202,6,36.36,0.893,0.98,0.0145,0.56
0,203,3,40.32,1.444,1.13,0.0121,0.47
1,203,8,44.32,0.195,1.21,0.0043,0.16
2,203,8,39.82,1.285,1.03,0.0266,1.02
3,203,5,46.35,0.612,0.95,0.0063,0.24
4,203,4,32.46,0.332,1.15,0.0047,0.18
0,204,2,29.12,1.512,1.2,0.0124,0.48
1,204,6,45.32,1.296,1.13,0.0194,0.75
2,204,5,56.62,1.187,0.91,0.0095,0.37
3,204,6,44.8,1.526,0.72,0.0146,0.56
4,204,7,20.88,1.265,1.18,0.0502,1.93
0,205,3,44.87,0.121,1.19,0.001,0.04
1,205,9,51.43,0.141,0.77,0.0019,0.07
2,205,2,42.53,1.335,0.86,0.0054,0.21
3,205,0,39.89,0.799,1.16,0.0,0.0
4,205,6,27.52,0.702,0.85,0.0131,0.5
0,206,4,46.53,0.969,0.89,0.0074,0.29
1,206,6,35.31,0.142,1.13,0.0027,0.1
2,206,4,41.67,1.855,0.86,0.0153,0.59
3,206,5,40.84,0.621,1.04,0.0079,0.3
4,206,2,31.72,0.756,1.18,0.0056,0.22
0,207,5,57.38,1.769,1.3,0.02,0.77
1,207,4,56.64,0.137,1.19,0.0012,0.04
2,207,3,42.87,0.19,0.88,0.0012,0.04
